iter	Passed	Remaining
555	91894	73383
556	92119	73265
557	92317	73125
558	92530	72997
559	92725	72855
560	92909	72704
561	93086	72547
562	93258	72387
563	93434	72229
564	93606	72068
565	93788	71915
566	93925	71728
567	94066	71543
568	94261	71399
569	94477	71272
570	94608	71080
571	94770	70912
572	94968	70770
573	95174	70635
574	95351	70477
575	95484	70287
576	95625	70103
577	95796	69941
578	96009	69809
579	96138	69617
580	96329	69470
581	96506	69311
582	96682	69153
583	96816	68964
584	97007	68817
585	97194	68666
586	97341	68487
587	97528	68336
588	97695	68170
589	97829	67982
590	97958	67791
591	98093	67605
592	98235	67422
593	98387	67247
594	98537	67071
595	98703	66906
596	98855	66731
597	99032	66573
598	99208	66415
599	99400	66267
600	99568	66102
601	99733	65936
602	99916	65782
603	100102	65630
604	100272	65467
605	100455	65312
606	100666	65176
607	100848	65020
608	101001	64846
609	101179	64688
610	101331	64513
611	101504	64352
612	101681	64193
613	101837	64021
614	101976	63838
615	102162	63685
616	102317	63513
617	102457	63331
618	102627	63168
619	102807	63011
620	102957	62835
621	103096	62653
622	103234	62470
623	103394	62302
624	103538	62123
625	103689	61948
626	103879	61797
627	104020	61617
628	104166	61439
629	104310	61261
630	104483	61100
631	104653	60937
632	104816	60770
633	105008	60620
634	105187	60461
635	105417	60333
636	105593	60173
637	105753	60004
638	105958	59860
639	106170	59720
640	106373	59575
641	106541	59411
642	106732	59258
643	106912	59100
644	107060	58924
645	107278	58787
646	107453	58625
647	107628	58464
648	107819	58312
649	108031	58171
650	108218	58015
651	108411	57863
652	108604	57711
653	108786	57553
654	108957	57389
655	109152	57238
656	109296	57060
657	109495	56910
658	109643	56735
659	109791	56559
660	109989	56408
661	110171	56250
662	110358	56094
663	110494	55913
664	110686	55759
665	110858	55595
666	111028	55431
667	111182	55258
668	111361	55097
669	111506	54921
670	111681	54758
671	111820	54579
672	112009	54423
673	112191	54264
674	112364	54101
675	112534	53936
676	112709	53774
677	112852	53596
678	113033	53436
679	113212	53276
680	113404	53121
681	113598	52968
682	113734	52787
683	113935	52636
684	114106	52472
685	114270	52304
686	114454	52146
687	114640	51988
688	114792	51814
689	114985	51660
690	115136	51486
691	115319	51327
692	115463	51150
693	115641	50988
694	115784	50811
695	115953	50646
696	116136	50486
697	116281	50311
698	116487	50161
699	116665	49999
700	116863	49846
701	117048	49687
702	117221	49523
703	117401	49361
704	117538	49182
705	117680	49005
706	117869	48848
707	118054	48688
708	118263	48539
709	118428	48372
710	118585	48201
711	118773	48043
712	118948	47879
713	119080	47698
714	119273	47542
715	119418	47367
716	119575	47196
717	119795	47050
718	119967	46885
719	120145	46723
720	120289	46547
721	120495	46395
722	120668	46231
723	120852	46070
724	121027	45906
725	121175	45732
726	121352	45569
727	121523	45404
728	121713	45245
729	121856	45070
730	122002	44895
731	122215	44745
732	122397	44584
733	122534	44406
734	122710	44242
735	122876	44075
736	123023	43901
737	123196	43736
738	123334	43559
739	123474	43382
740	123651	43219
741	123826	43055
742	124008	42893
743	124185	42730
744	124368	42569
745	124516	42395
746	124694	42232
747	124892	42076
748	125040	41902
749	125224	41741
750	125365	41565
751	125543	41402
752	125710	41235
753	125905	41077
754	126083	40914
755	126272	40754
756	126458	40593
757	126650	40434
758	126841	40274
759	127039	40117
760	127195	39947
761	127405	39793
762	127608	39637
763	127807	39479
764	127987	39316
765	128138	39144
766	128285	38970
767	128448	38802
768	128632	38640
769	128791	38470
770	128991	38312
771	129180	38151
772	129325	37977
773	129483	37807
774	129662	37644
775	129839	37479
776	130029	37318
777	130213	37156
778	130402	36994
779	130564	36825
780	130761	36666
781	130938	36501
782	131092	36330
783	131266	36165
784	131484	36011
785	131632	35838
786	131857	35687
787	132048	35525
788	132205	35355
789	132404	35196
790	132582	35031
791	132751	34863
792	132929	34699
793	133075	34525
794	133251	34360
795	133391	34185
796	133536	34012
797	133688	33840
798	133869	33676
799	134039	33509
800	134176	33334
801	134320	33161
802	134517	33001
803	134663	32828
804	134850	32665
805	135039	32503
806	135172	32327
807	135358	32164
808	135521	31995
809	135699	31830
810	135884	31667
811	136029	31494
812	136218	31331
813	136397	31167
814	136585	31004
815	136760	30838
816	136897	30663
817	137053	30493
818	137237	30329
819	137428	30167
820	137579	29995
821	137727	29824
822	137892	29656
823	138077	29492
824	138270	29330
825	138476	29170
826	138685	29011
827	138863	28846
828	139058	28683
829	139254	28521
830	139407	28351
831	139561	28180
832	139721	28011
833	139910	27847
834	140095	27683
835	140260	27515
836	140439	27349
837	140633	27186
838	140777	27014
839	140966	26850
840	141157	26687
841	141273	26509
842	141466	26346
843	141657	26183
844	141839	26017
845	141997	25848
846	142150	25677
847	142326	25511
848	142511	25346
849	142701	25182
850	142846	25010
851	143041	24847
852	143210	24679
853	143415	24518
854	143618	24356
855	143776	24186
856	143972	24023
857	144114	23851
858	144316	23688
859	144497	23522
860	144699	23360
861	144844	23188
862	145000	23018
863	145188	22853
864	145382	22689
865	145546	22521
866	145711	22352
867	145846	22179
868	146027	22013
869	146186	21844
870	146374	21678
871	146566	21514
872	146725	21344
873	146873	21174
874	147035	21005
875	147225	20840
876	147409	20674
877	147549	20502
878	147748	20338
879	147891	20166
880	148024	19994
881	148243	19833
882	148435	19668
883	148580	19497
884	148776	19332
885	148961	19166
886	149138	18999
887	149319	18833
888	149482	18664
889	149653	18496
890	149794	18324
891	149987	18159
892	150169	17993
893	150342	17825
894	150514	17658
895	150694	17491
896	150886	17325
897	151086	17161
898	151263	16994
899	151407	16823
900	151603	16657
901	151799	16492
902	151967	16324
903	152119	16154
904	152310	15988
905	152454	15817
906	152592	15646
907	152777	15479
908	152952	15312
909	153165	15148
910	153345	14981
911	153552	14816
912	153694	14645
913	153839	14475
914	154030	14308
915	154215	14142
916	154359	13971
917	154522	13802
918	154691	13634
919	154846	13464
920	155034	13298
921	155207	13130
922	155421	12965
923	155615	12799
924	155792	12631
925	155988	12465
926	156168	12298
927	156361	12131
928	156544	11964
929	156725	11796
930	156882	11627
931	157107	11462
932	157264	11293
933	157444	11125
934	157640	10958
935	157815	10790
936	157988	10622
937	158167	10454
938	158366	10287
939	158539	10119
940	158703	9950
941	158888	9782
942	159069	9614
943	159261	9447
944	159446	9279
945	159652	9113
946	159843	8945
947	159993	8776
948	160170	8607
949	160437	8444
950	160607	8275
951	160806	8107
952	161002	7940
953	161176	7771
954	161355	7603
955	161493	7432
956	161686	7264
957	161864	7096
958	162059	6928
959	162219	6759
960	162413	6591
961	162601	6422
962	162822	6255
963	162976	6086
964	163134	5916
965	163319	5748
966	163491	5579
967	163677	5410
968	163902	5243
969	164106	5075
970	164311	4907
971	164533	4739
972	164690	4570
973	164874	4401
974	165070	4232
975	165213	4062
976	165412	3894
977	165581	3724
978	165731	3555
979	165906	3385
980	166075	3216
981	166254	3047
982	166415	2877
983	166596	2708
984	166744	2539
985	166939	2370
986	167088	2200
987	167250	2031
988	167449	1862
989	167645	1693
990	167835	1524
991	167976	1354
992	168154	1185
993	168338	1016
994	168496	846
995	168670	677
996	168826	508
997	169024	338
998	169240	169
999	169413	0
